Name,Year,Gender,State,Count
Jessica,1991.0,F,HI,139.0
Justin,1991.0,M,HI,138.0
Nicholas,1991.0,M,HI,116.0
Jordan,1991.0,M,HI,115.0
Michael,1991.0,M,MD,1258.0
Christopher,1991.0,M,MD,905.0
Matthew,1991.0,M,MD,849.0
Ashley,1991.0,F,MD,794.0
Joshua,1991.0,M,MD,745.0
Jessica,1991.0,F,MD,735.0
James,1991.0,M,MD,655.0
Brittany,1991.0,F,MD,653.0
Andrew,1991.0,M,MD,649.0
David,1991.0,M,MD,646.0
Michael,1991.0,M,VA,1389.0
Christopher,1991.0,M,VA,1375.0
Joshua,1991.0,M,VA,1152.0
Ashley,1991.0,F,VA,1134.0
Jessica,1991.0,F,VA,1066.0
Matthew,1991.0,M,VA,1062.0
James,1991.0,M,VA,989.0
Brittany,1991.0,F,VA,959.0
William,1991.0,M,VA,850.0
John,1991.0,M,VA,787.0
Michael,1991.0,M,NH,274.0
Matthew,1991.0,M,NH,254.0
Christopher,1991.0,M,NH,203.0
Nicholas,1991.0,M,NH,201.0
Ryan,1991.0,M,NH,192.0
Sarah,1991.0,F,NH,183.0
Andrew,1991.0,M,NH,182.0
Tyler,1991.0,M,NH,179.0
Ashley,1991.0,F,NH,178.0
Joshua,1991.0,M,NH,174.0
Michael,1991.0,M,MA,1960.0
Matthew,1991.0,M,MA,1415.0
Christopher,1991.0,M,MA,1315.0
Nicholas,1991.0,M,MA,1024.0
Daniel,1991.0,M,MA,949.0
John,1991.0,M,MA,904.0
Joseph,1991.0,M,MA,904.0
Ryan,1991.0,M,MA,902.0
Ashley,1991.0,F,MA,902.0
Jessica,1991.0,F,MA,895.0
Michael,1991.0,M,WA,1022.0
Jessica,1991.0,F,WA,847.0
Christopher,1991.0,M,WA,812.0
Ashley,1991.0,F,WA,789.0
Joshua,1991.0,M,WA,781.0
Jacob,1991.0,M,WA,737.0
Amanda,1991.0,F,WA,721.0
Matthew,1991.0,M,WA,704.0
Andrew,1991.0,M,WA,693.0
Tyler,1991.0,M,WA,690.0
Michael,1991.0,M,CA,7572.0
Jessica,1991.0,F,CA,6949.0
Christopher,1991.0,M,CA,5762.0
Daniel,1991.0,M,CA,5480.0
Jose,1991.0,M,CA,5032.0
David,1991.0,M,CA,4855.0
Matthew,1991.0,M,CA,4454.0
Andrew,1991.0,M,CA,4294.0
Joshua,1991.0,M,CA,4290.0
Ashley,1991.0,F,CA,4234.0
Joshua,1992.0,M,HI,182.0
Michael,1992.0,M,HI,175.0
Ashley,1992.0,F,HI,150.0
Christopher,1992.0,M,HI,149.0
Matthew,1992.0,M,HI,140.0
Brandon,1992.0,M,HI,128.0
Ryan,1992.0,M,HI,128.0
Jordan,1992.0,M,HI,122.0
David,1992.0,M,HI,120.0
Justin,1992.0,M,HI,117.0
Michael,1992.0,M,AK,159.0
Christopher,1992.0,M,AK,123.0
Jessica,1992.0,F,AK,102.0
Joshua,1992.0,M,AK,98.0
Matthew,1992.0,M,AK,98.0
Tyler,1992.0,M,AK,98.0
Daniel,1992.0,M,AK,95.0
Jacob,1992.0,M,AK,86.0
James,1992.0,M,AK,83.0
Andrew,1992.0,M,AK,82.0
Michael,1992.0,M,CT,901.0
Matthew,1992.0,M,CT,665.0
Christopher,1992.0,M,CT,607.0
Nicholas,1992.0,M,CT,512.0
Daniel,1992.0,M,CT,502.0
Ryan,1992.0,M,CT,446.0
Joseph,1992.0,M,CT,446.0
Jessica,1992.0,F,CT,430.0
Andrew,1992.0,M,CT,426.0
Ashley,1992.0,F,CT,421.0
Michael,1992.0,M,NH,229.0
Christopher,1992.0,M,NH,209.0
Tyler,1992.0,M,NH,207.0
Matthew,1992.0,M,NH,202.0
Nicholas,1992.0,M,NH,193.0
Joshua,1992.0,M,NH,181.0
Ryan,1992.0,M,NH,171.0
Sarah,1992.0,F,NH,162.0
Samantha,1992.0,F,NH,155.0
Ashley,1992.0,F,NH,154.0
Michael,1992.0,M,NJ,2531.0
Christopher,1992.0,M,NJ,1527.0
Matthew,1992.0,M,NJ,1494.0
Joseph,1992.0,M,NJ,1237.0
Daniel,1992.0,M,NJ,1157.0
Anthony,1992.0,M,NJ,1071.0
Jessica,1992.0,F,NJ,1067.0
Nicholas,1992.0,M,NJ,1055.0
Ashley,1992.0,F,NJ,1042.0
John,1992.0,M,NJ,1034.0
Michael,1992.0,M,VA,1319.0
Christopher,1992.0,M,VA,1268.0
Joshua,1992.0,M,VA,1016.0
Matthew,1992.0,M,VA,975.0
Ashley,1992.0,F,VA,950.0
Jessica,1992.0,F,VA,888.0
James,1992.0,M,VA,868.0
William,1992.0,M,VA,858.0
Brittany,1992.0,F,VA,854.0
Brandon,1992.0,M,VA,820.0
Michael,1992.0,M,MD,1140.0
Christopher,1992.0,M,MD,809.0
Matthew,1992.0,M,MD,751.0
Ashley,1992.0,F,MD,707.0
Joshua,1992.0,M,MD,652.0
Jessica,1992.0,F,MD,636.0
James,1992.0,M,MD,635.0
John,1992.0,M,MD,620.0
Brandon,1992.0,M,MD,611.0
Andrew,1992.0,M,MD,600.0
Michael,1992.0,M,MA,1802.0
Matthew,1992.0,M,MA,1267.0
Christopher,1992.0,M,MA,1212.0
Nicholas,1992.0,M,MA,1096.0
Daniel,1992.0,M,MA,941.0
Ryan,1992.0,M,MA,912.0
Joseph,1992.0,M,MA,875.0
Andrew,1992.0,M,MA,872.0
John,1992.0,M,MA,870.0
Jessica,1992.0,F,MA,868.0
Michael,1992.0,M,DE,191.0
Matthew,1992.0,M,DE,144.0
Christopher,1992.0,M,DE,128.0
James,1992.0,M,DE,115.0
Jessica,1992.0,F,DE,109.0
Andrew,1992.0,M,DE,108.0
Tyler,1992.0,M,DE,107.0
Ashley,1992.0,F,DE,106.0
Amanda,1992.0,F,DE,105.0
Brandon,1992.0,M,DE,102.0
Michael,1992.0,M,CA,6634.0
Jessica,1992.0,F,CA,6340.0
Daniel,1992.0,M,CA,5360.0
Christopher,1992.0,M,CA,5233.0
Jose,1992.0,M,CA,5062.0
David,1992.0,M,CA,4840.0
Andrew,1992.0,M,CA,4152.0
Matthew,1992.0,M,CA,4076.0
Anthony,1992.0,M,CA,4036.0
Ashley,1992.0,F,CA,3966.0
Michael,1993.0,M,AK,110.0
Tyler,1993.0,M,AK,103.0
Joshua,1993.0,M,AK,94.0
Jessica,1993.0,F,AK,85.0
Matthew,1993.0,M,AK,85.0
Jacob,1993.0,M,AK,85.0
David,1993.0,M,AK,82.0
Ashley,1993.0,F,AK,78.0
James,1993.0,M,AK,75.0
John,1993.0,M,AK,74.0
Joshua,1993.0,M,HI,179.0
Michael,1993.0,M,HI,157.0
Matthew,1993.0,M,HI,145.0
Christopher,1993.0,M,HI,132.0
Brandon,1993.0,M,HI,130.0
Tyler,1993.0,M,HI,119.0
Ryan,1993.0,M,HI,118.0
Justin,1993.0,M,HI,118.0
Ashley,1993.0,F,HI,114.0
Jessica,1993.0,F,HI,105.0
Michael,1993.0,M,NJ,2258.0
Christopher,1993.0,M,NJ,1428.0
Matthew,1993.0,M,NJ,1371.0
Joseph,1993.0,M,NJ,1239.0
Nicholas,1993.0,M,NJ,1175.0
Daniel,1993.0,M,NJ,1153.0
Jessica,1993.0,F,NJ,1079.0
Kevin,1993.0,M,NJ,1038.0
John,1993.0,M,NJ,1021.0
Anthony,1993.0,M,NJ,1005.0
Michael,1993.0,M,MD,963.0
Matthew,1993.0,M,MD,721.0
Christopher,1993.0,M,MD,695.0
Joshua,1993.0,M,MD,625.0
Ryan,1993.0,M,MD,600.0
Brandon,1993.0,M,MD,597.0
Ashley,1993.0,F,MD,580.0
James,1993.0,M,MD,563.0
Jessica,1993.0,F,MD,543.0
Nicholas,1993.0,M,MD,543.0
Michael,1993.0,M,CT,886.0
Matthew,1993.0,M,CT,662.0
Christopher,1993.0,M,CT,603.0
Nicholas,1993.0,M,CT,529.0
Ryan,1993.0,M,CT,472.0
John,1993.0,M,CT,418.0
Joseph,1993.0,M,CT,417.0
Emily,1993.0,F,CT,414.0
Daniel,1993.0,M,CT,409.0
Andrew,1993.0,M,CT,404.0
Matthew,1993.0,M,NH,223.0
Tyler,1993.0,M,NH,220.0
Michael,1993.0,M,NH,216.0
Christopher,1993.0,M,NH,201.0
Nicholas,1993.0,M,NH,175.0
Zachary,1993.0,M,NH,168.0
Emily,1993.0,F,NH,166.0
Ryan,1993.0,M,NH,164.0
Sarah,1993.0,F,NH,157.0
Jacob,1993.0,M,NH,156.0
Michael,1993.0,M,MA,1589.0
Matthew,1993.0,M,MA,1236.0
Christopher,1993.0,M,MA,1127.0
Nicholas,1993.0,M,MA,1076.0
Ryan,1993.0,M,MA,874.0
Daniel,1993.0,M,MA,865.0
John,1993.0,M,MA,834.0
Andrew,1993.0,M,MA,806.0
Joseph,1993.0,M,MA,796.0
Sarah,1993.0,F,MA,755.0
Michael,1993.0,M,VA,1156.0
Christopher,1993.0,M,VA,1127.0
Ashley,1993.0,F,VA,926.0
Joshua,1993.0,M,VA,916.0
Matthew,1993.0,M,VA,911.0
William,1993.0,M,VA,848.0
Jessica,1993.0,F,VA,835.0
Brandon,1993.0,M,VA,813.0
James,1993.0,M,VA,783.0
John,1993.0,M,VA,727.0
Michael,1993.0,M,DE,165.0
Matthew,1993.0,M,DE,136.0
Christopher,1993.0,M,DE,130.0
John,1993.0,M,DE,113.0
Jessica,1993.0,F,DE,107.0
James,1993.0,M,DE,106.0
Ashley,1993.0,F,DE,104.0
Andrew,1993.0,M,DE,100.0
Brandon,1993.0,M,DE,100.0
Emily,1993.0,F,DE,99.0
Michael,1993.0,M,NV,251.0
Ashley,1993.0,F,NV,228.0
Jessica,1993.0,F,NV,217.0
Christopher,1993.0,M,NV,202.0
Joshua,1993.0,M,NV,180.0
Anthony,1993.0,M,NV,175.0
Tyler,1993.0,M,NV,165.0
Ryan,1993.0,M,NV,161.0
Jacob,1993.0,M,NV,157.0
Brandon,1993.0,M,NV,154.0
Michael,1994.0,M,AK,101.0
Jacob,1994.0,M,AK,95.0
Tyler,1994.0,M,AK,89.0
Christopher,1994.0,M,AK,85.0
Daniel,1994.0,M,AK,80.0
Jessica,1994.0,F,AK,76.0
Matthew,1994.0,M,AK,75.0
James,1994.0,M,AK,73.0
Joshua,1994.0,M,AK,72.0
Ashley,1994.0,F,AK,71.0
Michael,1994.0,M,NJ,2059.0
Matthew,1994.0,M,NJ,1385.0
Christopher,1994.0,M,NJ,1359.0
Nicholas,1994.0,M,NJ,1184.0
Daniel,1994.0,M,NJ,1165.0
Joseph,1994.0,M,NJ,1114.0
Jessica,1994.0,F,NJ,1043.0
Anthony,1994.0,M,NJ,1014.0
Ryan,1994.0,M,NJ,962.0
Kevin,1994.0,M,NJ,937.0
Joshua,1994.0,M,HI,155.0
Tyler,1994.0,M,HI,146.0
Michael,1994.0,M,HI,142.0
Brandon,1994.0,M,HI,122.0
Justin,1994.0,M,HI,120.0
Jacob,1994.0,M,HI,117.0
Ryan,1994.0,M,HI,109.0
Ashley,1994.0,F,HI,109.0
Christopher,1994.0,M,HI,104.0
Daniel,1994.0,M,HI,102.0
Michael,1994.0,M,CT,775.0
Matthew,1994.0,M,CT,571.0
Christopher,1994.0,M,CT,523.0
Nicholas,1994.0,M,CT,508.0
Ryan,1994.0,M,CT,433.0
Daniel,1994.0,M,CT,423.0
Joseph,1994.0,M,CT,418.0
Tyler,1994.0,M,CT,412.0
Emily,1994.0,F,CT,411.0
John,1994.0,M,CT,386.0
Michael,1994.0,M,MA,1427.0
Matthew,1994.0,M,MA,1191.0
Nicholas,1994.0,M,MA,1043.0
Christopher,1994.0,M,MA,1034.0
John,1994.0,M,MA,878.0
Joseph,1994.0,M,MA,825.0
Daniel,1994.0,M,MA,817.0
Ryan,1994.0,M,MA,813.0
Andrew,1994.0,M,MA,808.0
Emily,1994.0,F,MA,740.0
Michael,1994.0,M,MD,948.0
Matthew,1994.0,M,MD,724.0
Christopher,1994.0,M,MD,704.0
Ryan,1994.0,M,MD,582.0
Joshua,1994.0,M,MD,577.0
Brandon,1994.0,M,MD,575.0
John,1994.0,M,MD,562.0
Tyler,1994.0,M,MD,545.0
Nicholas,1994.0,M,MD,542.0
James,1994.0,M,MD,538.0
Michael,1994.0,M,CO,530.0
Tyler,1994.0,M,CO,481.0
Joshua,1994.0,M,CO,467.0
Jacob,1994.0,M,CO,452.0
Austin,1994.0,M,CO,441.0
Matthew,1994.0,M,CO,433.0
Nicholas,1994.0,M,CO,399.0
Christopher,1994.0,M,CO,393.0
Andrew,1994.0,M,CO,387.0
Jessica,1994.0,F,CO,386.0
Michael,1994.0,M,VA,1101.0
Christopher,1994.0,M,VA,1005.0
Joshua,1994.0,M,VA,923.0
Matthew,1994.0,M,VA,923.0
William,1994.0,M,VA,834.0
Brandon,1994.0,M,VA,798.0
Tyler,1994.0,M,VA,783.0
Jessica,1994.0,F,VA,750.0
John,1994.0,M,VA,729.0
Ashley,1994.0,F,VA,728.0
Michael,1994.0,M,DE,144.0
Matthew,1994.0,M,DE,121.0
Christopher,1994.0,M,DE,120.0
Jessica,1994.0,F,DE,107.0
Tyler,1994.0,M,DE,105.0
James,1994.0,M,DE,102.0
Ryan,1994.0,M,DE,98.0
Joseph,1994.0,M,DE,97.0
William,1994.0,M,DE,93.0
Ashley,1994.0,F,DE,92.0
Michael,1994.0,M,NV,259.0
Jessica,1994.0,F,NV,224.0
Christopher,1994.0,M,NV,215.0
Tyler,1994.0,M,NV,188.0
Jacob,1994.0,M,NV,187.0
Ashley,1994.0,F,NV,185.0
Anthony,1994.0,M,NV,178.0
Brandon,1994.0,M,NV,176.0
Daniel,1994.0,M,NV,175.0
Joshua,1994.0,M,NV,168.0
Michael,1995.0,M,AK,88.0
Jacob,1995.0,M,AK,87.0
Brandon,1995.0,M,AK,74.0
Tyler,1995.0,M,AK,70.0
Matthew,1995.0,M,AK,65.0
Joshua,1995.0,M,AK,64.0
John,1995.0,M,AK,64.0
Daniel,1995.0,M,AK,64.0
Austin,1995.0,M,AK,63.0
James,1995.0,M,AK,61.0
Michael,1995.0,M,NJ,1989.0
Matthew,1995.0,M,NJ,1415.0
Christopher,1995.0,M,NJ,1256.0
Nicholas,1995.0,M,NJ,1219.0
Daniel,1995.0,M,NJ,1118.0
Joseph,1995.0,M,NJ,1080.0
John,1995.0,M,NJ,1051.0
Ryan,1995.0,M,NJ,989.0
Jessica,1995.0,F,NJ,933.0
Anthony,1995.0,M,NJ,911.0
Joshua,1995.0,M,HI,145.0
Michael,1995.0,M,HI,140.0
Tyler,1995.0,M,HI,116.0
Matthew,1995.0,M,HI,114.0
Brandon,1995.0,M,HI,112.0
Justin,1995.0,M,HI,106.0
Jessica,1995.0,F,HI,103.0
Taylor,1995.0,F,HI,100.0
Jacob,1995.0,M,HI,98.0
Nicholas,1995.0,M,HI,97.0
Michael,1995.0,M,MD,845.0
Matthew,1995.0,M,MD,685.0
Christopher,1995.0,M,MD,622.0
Joshua,1995.0,M,MD,602.0
Nicholas,1995.0,M,MD,601.0
Ryan,1995.0,M,MD,557.0
John,1995.0,M,MD,541.0
Brandon,1995.0,M,MD,535.0
Andrew,1995.0,M,MD,534.0
Tyler,1995.0,M,MD,511.0
Jacob,1995.0,M,WI,874.0
Tyler,1995.0,M,WI,725.0
Michael,1995.0,M,WI,706.0
Austin,1995.0,M,WI,658.0
Nicholas,1995.0,M,WI,634.0
Emily,1995.0,F,WI,610.0
Matthew,1995.0,M,WI,580.0
Andrew,1995.0,M,WI,546.0
Joshua,1995.0,M,WI,540.0
Zachary,1995.0,M,WI,533.0
Michael,1995.0,M,CO,516.0
Tyler,1995.0,M,CO,496.0
Jacob,1995.0,M,CO,487.0
Joshua,1995.0,M,CO,452.0
Austin,1995.0,M,CO,437.0
Matthew,1995.0,M,CO,412.0
Andrew,1995.0,M,CO,400.0
Jessica,1995.0,F,CO,389.0
Nicholas,1995.0,M,CO,374.0
Christopher,1995.0,M,CO,373.0
Michael,1995.0,M,CT,723.0
Matthew,1995.0,M,CT,590.0
Nicholas,1995.0,M,CT,508.0
Christopher,1995.0,M,CT,504.0
Ryan,1995.0,M,CT,459.0
Daniel,1995.0,M,CT,391.0
Joseph,1995.0,M,CT,390.0
Tyler,1995.0,M,CT,380.0
Emily,1995.0,F,CT,368.0
John,1995.0,M,CT,364.0
Michael,1995.0,M,NH,182.0
Nicholas,1995.0,M,NH,180.0
Tyler,1995.0,M,NH,176.0
Jacob,1995.0,M,NH,175.0
Matthew,1995.0,M,NH,171.0
Ryan,1995.0,M,NH,153.0
Joshua,1995.0,M,NH,145.0
Emily,1995.0,F,NH,144.0
Zachary,1995.0,M,NH,140.0
Christopher,1995.0,M,NH,135.0
Michael,1995.0,M,MA,1356.0
Matthew,1995.0,M,MA,1176.0
Nicholas,1995.0,M,MA,1047.0
Christopher,1995.0,M,MA,929.0
John,1995.0,M,MA,849.0
Joseph,1995.0,M,MA,832.0
Andrew,1995.0,M,MA,801.0
Emily,1995.0,F,MA,799.0
Ryan,1995.0,M,MA,784.0
Daniel,1995.0,M,MA,770.0
Michael,1995.0,M,IL,2219.0
Matthew,1995.0,M,IL,1675.0
Nicholas,1995.0,M,IL,1537.0
Jacob,1995.0,M,IL,1494.0
Daniel,1995.0,M,IL,1445.0
Jessica,1995.0,F,IL,1426.0
Christopher,1995.0,M,IL,1296.0
Joseph,1995.0,M,IL,1293.0
Joshua,1995.0,M,IL,1232.0
Andrew,1995.0,M,IL,1189.0
Michael,1996.0,M,AK,101.0
Jacob,1996.0,M,AK,100.0
John,1996.0,M,AK,78.0
David,1996.0,M,AK,71.0
James,1996.0,M,AK,70.0
Matthew,1996.0,M,AK,70.0
Christopher,1996.0,M,AK,69.0
William,1996.0,M,AK,68.0
Tyler,1996.0,M,AK,67.0
Daniel,1996.0,M,AK,66.0
Michael,1996.0,M,NJ,1737.0
Matthew,1996.0,M,NJ,1448.0
Christopher,1996.0,M,NJ,1221.0
Nicholas,1996.0,M,NJ,1168.0
Joseph,1996.0,M,NJ,1066.0
Daniel,1996.0,M,NJ,989.0
Ryan,1996.0,M,NJ,945.0
John,1996.0,M,NJ,912.0
Anthony,1996.0,M,NJ,902.0
Samantha,1996.0,F,NJ,844.0
Michael,1996.0,M,MD,770.0
Matthew,1996.0,M,MD,643.0
Christopher,1996.0,M,MD,585.0
Nicholas,1996.0,M,MD,546.0
Joshua,1996.0,M,MD,544.0
Jacob,1996.0,M,MD,498.0
Brandon,1996.0,M,MD,492.0
Emily,1996.0,F,MD,488.0
William,1996.0,M,MD,482.0
James,1996.0,M,MD,477.0
Michael,1996.0,M,CT,663.0
Matthew,1996.0,M,CT,577.0
Nicholas,1996.0,M,CT,521.0
Christopher,1996.0,M,CT,496.0
John,1996.0,M,CT,398.0
Emily,1996.0,F,CT,392.0
Ryan,1996.0,M,CT,385.0
Joseph,1996.0,M,CT,367.0
Daniel,1996.0,M,CT,362.0
Sarah,1996.0,F,CT,354.0
Joshua,1996.0,M,HI,152.0
Michael,1996.0,M,HI,120.0
Brandon,1996.0,M,HI,116.0
Taylor,1996.0,F,HI,109.0
Nicholas,1996.0,M,HI,105.0
Tyler,1996.0,M,HI,99.0
Christopher,1996.0,M,HI,97.0
Justin,1996.0,M,HI,97.0
Matthew,1996.0,M,HI,95.0
Austin,1996.0,M,HI,95.0
Jacob,1996.0,M,MN,820.0
Nicholas,1996.0,M,MN,647.0
Matthew,1996.0,M,MN,642.0
Tyler,1996.0,M,MN,573.0
Michael,1996.0,M,MN,571.0
Emily,1996.0,F,MN,542.0
Zachary,1996.0,M,MN,511.0
Andrew,1996.0,M,MN,510.0
Joseph,1996.0,M,MN,494.0
Austin,1996.0,M,MN,482.0
Jacob,1996.0,M,CO,509.0
Michael,1996.0,M,CO,487.0
Tyler,1996.0,M,CO,453.0
Matthew,1996.0,M,CO,443.0
Joshua,1996.0,M,CO,407.0
Andrew,1996.0,M,CO,400.0
Austin,1996.0,M,CO,395.0
Christopher,1996.0,M,CO,391.0
Ryan,1996.0,M,CO,386.0
Nicholas,1996.0,M,CO,375.0
Jacob,1996.0,M,WI,932.0
Nicholas,1996.0,M,WI,604.0
Tyler,1996.0,M,WI,601.0
Michael,1996.0,M,WI,600.0
Austin,1996.0,M,WI,598.0
Matthew,1996.0,M,WI,595.0
Emily,1996.0,F,WI,568.0
Zachary,1996.0,M,WI,550.0
Brandon,1996.0,M,WI,506.0
Samantha,1996.0,F,WI,486.0
Michael,1996.0,M,IL,2131.0
Jacob,1996.0,M,IL,1534.0
Matthew,1996.0,M,IL,1489.0
Nicholas,1996.0,M,IL,1476.0
Daniel,1996.0,M,IL,1442.0
Jessica,1996.0,F,IL,1241.0
Joseph,1996.0,M,IL,1221.0
Christopher,1996.0,M,IL,1191.0
Joshua,1996.0,M,IL,1135.0
Emily,1996.0,F,IL,1128.0
Michael,1996.0,M,MA,1217.0
Matthew,1996.0,M,MA,1178.0
Nicholas,1996.0,M,MA,1003.0
Christopher,1996.0,M,MA,881.0
John,1996.0,M,MA,844.0
Emily,1996.0,F,MA,784.0
Joseph,1996.0,M,MA,780.0
Andrew,1996.0,M,MA,770.0
Ryan,1996.0,M,MA,752.0
Daniel,1996.0,M,MA,737.0
Michael,1997.0,M,NJ,1750.0
Matthew,1997.0,M,NJ,1421.0
Nicholas,1997.0,M,NJ,1168.0
Christopher,1997.0,M,NJ,1147.0
Joseph,1997.0,M,NJ,1045.0
Anthony,1997.0,M,NJ,917.0
Daniel,1997.0,M,NJ,897.0
John,1997.0,M,NJ,878.0
Emily,1997.0,F,NJ,849.0
Andrew,1997.0,M,NJ,826.0
Jacob,1997.0,M,AK,86.0
James,1997.0,M,AK,83.0
Michael,1997.0,M,AK,81.0
Joshua,1997.0,M,AK,75.0
Hannah,1997.0,F,AK,67.0
Emily,1997.0,F,AK,64.0
Brandon,1997.0,M,AK,59.0
Joseph,1997.0,M,AK,59.0
Sarah,1997.0,F,AK,59.0
John,1997.0,M,AK,58.0
Michael,1997.0,M,MD,762.0
Matthew,1997.0,M,MD,648.0
Joshua,1997.0,M,MD,547.0
Nicholas,1997.0,M,MD,532.0
Christopher,1997.0,M,MD,529.0
Jacob,1997.0,M,MD,494.0
John,1997.0,M,MD,490.0
Brandon,1997.0,M,MD,469.0
Ryan,1997.0,M,MD,458.0
Emily,1997.0,F,MD,458.0
Jacob,1997.0,M,WA,714.0
Michael,1997.0,M,WA,649.0
Emily,1997.0,F,WA,638.0
Austin,1997.0,M,WA,611.0
Andrew,1997.0,M,WA,552.0
Joshua,1997.0,M,WA,511.0
Tyler,1997.0,M,WA,509.0
Alexander,1997.0,M,WA,496.0
Matthew,1997.0,M,WA,469.0
Daniel,1997.0,M,WA,468.0
Michael,1997.0,M,CT,615.0
Matthew,1997.0,M,CT,585.0
Nicholas,1997.0,M,CT,457.0
Christopher,1997.0,M,CT,422.0
Daniel,1997.0,M,CT,374.0
Emily,1997.0,F,CT,373.0
John,1997.0,M,CT,357.0
Ryan,1997.0,M,CT,355.0
Joseph,1997.0,M,CT,344.0
Andrew,1997.0,M,CT,321.0
Jacob,1997.0,M,CO,604.0
Michael,1997.0,M,CO,492.0
Matthew,1997.0,M,CO,436.0
Austin,1997.0,M,CO,408.0
Joshua,1997.0,M,CO,400.0
Tyler,1997.0,M,CO,387.0
Andrew,1997.0,M,CO,378.0
Christopher,1997.0,M,CO,376.0
Nicholas,1997.0,M,CO,368.0
Hannah,1997.0,F,CO,367.0
Michael,1997.0,M,DE,148.0
Matthew,1997.0,M,DE,114.0
Tyler,1997.0,M,DE,100.0
Joshua,1997.0,M,DE,90.0
Nicholas,1997.0,M,DE,86.0
Christopher,1997.0,M,DE,86.0
Emily,1997.0,F,DE,86.0
Sarah,1997.0,F,DE,85.0
Taylor,1997.0,F,DE,85.0
Andrew,1997.0,M,DE,85.0
Michael,1997.0,M,VA,899.0
Matthew,1997.0,M,VA,843.0
Jacob,1997.0,M,VA,841.0
Christopher,1997.0,M,VA,814.0
William,1997.0,M,VA,764.0
Joshua,1997.0,M,VA,759.0
James,1997.0,M,VA,687.0
John,1997.0,M,VA,682.0
Emily,1997.0,F,VA,670.0
Nicholas,1997.0,M,VA,617.0
Jacob,1997.0,M,UT,470.0
Joshua,1997.0,M,UT,353.0
Tyler,1997.0,M,UT,351.0
Austin,1997.0,M,UT,340.0
Michael,1997.0,M,UT,299.0
Madison,1997.0,F,UT,289.0
Zachary,1997.0,M,UT,286.0
Jessica,1997.0,F,UT,283.0
Matthew,1997.0,M,UT,251.0
Emily,1997.0,F,UT,249.0
Jacob,1997.0,M,MN,822.0
Matthew,1997.0,M,MN,656.0
Nicholas,1997.0,M,MN,628.0
Emily,1997.0,F,MN,613.0
Andrew,1997.0,M,MN,569.0
Austin,1997.0,M,MN,523.0
Hannah,1997.0,F,MN,510.0
Michael,1997.0,M,MN,508.0
Tyler,1997.0,M,MN,504.0
Samuel,1997.0,M,MN,478.0
Michael,1998.0,M,AK,78.0
Jacob,1998.0,M,AK,74.0
Joshua,1998.0,M,AK,68.0
Brandon,1998.0,M,AK,64.0
Joseph,1998.0,M,AK,62.0
David,1998.0,M,AK,62.0
Emily,1998.0,F,AK,60.0
Sarah,1998.0,F,AK,59.0
Hannah,1998.0,F,AK,57.0
Matthew,1998.0,M,AK,56.0
Michael,1998.0,M,MD,712.0
Jacob,1998.0,M,MD,647.0
Matthew,1998.0,M,MD,607.0
Nicholas,1998.0,M,MD,537.0
Joshua,1998.0,M,MD,504.0
Emily,1998.0,F,MD,477.0
Ryan,1998.0,M,MD,470.0
Christopher,1998.0,M,MD,462.0
John,1998.0,M,MD,460.0
Tyler,1998.0,M,MD,456.0
Michael,1998.0,M,NJ,1725.0
Matthew,1998.0,M,NJ,1386.0
Nicholas,1998.0,M,NJ,1191.0
Christopher,1998.0,M,NJ,1103.0
Joseph,1998.0,M,NJ,1018.0
Daniel,1998.0,M,NJ,932.0
Anthony,1998.0,M,NJ,912.0
John,1998.0,M,NJ,869.0
Ryan,1998.0,M,NJ,858.0
Samantha,1998.0,F,NJ,809.0
Jacob,1998.0,M,MN,801.0
Matthew,1998.0,M,MN,605.0
Nicholas,1998.0,M,MN,579.0
Emily,1998.0,F,MN,577.0
Tyler,1998.0,M,MN,526.0
Andrew,1998.0,M,MN,521.0
Michael,1998.0,M,MN,517.0
Hannah,1998.0,F,MN,495.0
Samuel,1998.0,M,MN,493.0
Austin,1998.0,M,MN,471.0
Jacob,1998.0,M,WA,761.0
Michael,1998.0,M,WA,598.0
Austin,1998.0,M,WA,574.0
Emily,1998.0,F,WA,566.0
Joshua,1998.0,M,WA,516.0
Andrew,1998.0,M,WA,512.0
Alexander,1998.0,M,WA,504.0
Hannah,1998.0,F,WA,491.0
Tyler,1998.0,M,WA,466.0
Ryan,1998.0,M,WA,460.0
Jacob,1998.0,M,CO,531.0
Michael,1998.0,M,CO,497.0
Joshua,1998.0,M,CO,401.0
Matthew,1998.0,M,CO,398.0
Tyler,1998.0,M,CO,389.0
Emily,1998.0,F,CO,372.0
Nicholas,1998.0,M,CO,364.0
Daniel,1998.0,M,CO,359.0
Brandon,1998.0,M,CO,358.0
Joseph,1998.0,M,CO,341.0
Michael,1998.0,M,CT,636.0
Matthew,1998.0,M,CT,532.0
Nicholas,1998.0,M,CT,422.0
Christopher,1998.0,M,CT,396.0
Ryan,1998.0,M,CT,382.0
Andrew,1998.0,M,CT,359.0
Emily,1998.0,F,CT,347.0
Joseph,1998.0,M,CT,341.0
Tyler,1998.0,M,CT,338.0
John,1998.0,M,CT,333.0
Jacob,1998.0,M,NH,214.0
Matthew,1998.0,M,NH,184.0
Nicholas,1998.0,M,NH,166.0
Emily,1998.0,F,NH,157.0
Michael,1998.0,M,NH,149.0
Tyler,1998.0,M,NH,146.0
